"","ID","Observation","card","carp","walk","bike","ptcar","ptwalk","chosen"
"1","Y16H2090106P01T01",1,11.3213443548836,0.0269843513817943,3.59288770840485e-42,7.67725158789505e-07,0,0,11.3213443548836
"2","Y16H2090124P02T01",1,7.59572656044567,0.294342991261646,2.83120087039432e-08,0.0613228447474137,1.67407185587853,0.189347893035903,7.59572656044567
"3","Y16H2090301P02T01",1,6.68329181877386,0.192908714404638,1.94475861366633e-09,0.00700576567352031,0.900537240483094,2.13590373672577,0.900537240483094
"4","Y16H2090303P01T01",1,7.2584969772212,0.385929524944529,4.5800896562026e-05,0.0191731868087978,0.922573285399997,0.71699435386138,7.2584969772212
"5","Y16H2090305P01T01",1,4.37413179224236,0.339156297900412,0.00444334484027461,1.34442706080362,0.506801079972128,2.39032486880796,4.37413179224236
"6","Y16H2090305P02T01",1,8.14936905656698,0.0958957915521384,1.23730749038869e-19,0.0185933441997717,1.76505925937519,0.58286100913432,8.14936905656698
"7","Y16H2090317P02T01",1,7.20274905017083,0.370741507250293,1.23285953902285e-06,0.0162642983946462,0.656785392638404,1.30800096070991,0.370741507250293
"8","Y16H2090319P01T01",1,6.70470443007328,0.421184897719592,0.00640670708340333,0.034889566218492,0.398877542167055,1.30714903900294,6.70470443007328
"9","Y16H2090319P02T01",1,2.71453308270482,1.29598368673579,0.901825475888648,0.115071542519317,0.168586290063993,2.90301105668206,0.115071542519317
"10","Y16H2090323P01T01",1,5.87000788926192,0.350903305063543,0.191321552393689,0.0793286466285212,0.1976742985563,1.41856533058459,5.87000788926192
"11","Y16H2090327P02T01",1,1.00798763536092,0.161259078778332,4.30274964793531,0.0507155907582471,0.0530210590043287,0.753617486412326,4.30274964793531
"12","Y16H2090503P01T01",1,7.65879170313678,0.257750217585087,9.58173885490754e-20,0.000106180237866925,1.42138976344744,1.26704312344193,7.65879170313678
"13","Y16H2090522P03T01",1,0.00361018279622656,5.91006734148463,1.09775721926227,0.0369804194231146,0.0571178463206643,0.668114043985532,5.91006734148463
"14","Y16H2090522P04T01",1,0.00361018279622656,5.91006734148463,1.09775721926227,0.0369804194231146,0.0571178463206643,0.668114043985532,5.91006734148463
"15","Y16H2090522P05T01",1,0.00434699373570094,5.67436815279143,1.12177428640318,0.10938338010094,0.0467615703251502,0.817012669916045,5.67436815279143
"16","Y16H2090523P01T01",1,9.44913421272694,0.210352186411376,1.68898510479217e-21,0.000119793223759436,0.845093229986366,0.147327514367254,9.44913421272694
"17","Y16H2090529P01T01",1,9.67546318946097,0.109284348600385,9.14062469382995e-30,1.50669957569347e-05,0.991215553211082,0.219400378826807,9.67546318946097
"18","Y16H2100102P03T01",1,2.7896700925101,1.52964696891144,5.24036241149066e-20,0.000846543913934213,5.00783651682535,1.32078768560577,1.32078768560577
"19","Y16H2100102P04T01",1,0.0208138756646173,3.77075746368942,6.18765086985608e-20,0.00324443269524331,5.94124841377572,0.912723621941602,0.912723621941602
"20","Y16H2100115P01T01",1,7.33001331379586,0.394404754786858,6.78957316683447e-05,0.0308230771429057,0.788560279215838,0.772109798250954,7.33001331379586
"21","Y16H2100115P03T01",1,0.00882284701615218,8.04118192233493,0.000153715532433044,0.127775088221064,0.335935260145705,0.802110285673806,8.04118192233493
"22","Y16H2100129P01T01",1,8.57171841047527,0.131399580833778,2.32630431241357e-16,0.00111136004359982,1.3318701669736,0.373153818551354,8.57171841047527
"23","Y16H2100129P03T01",1,5.52266123221264,1.82419683760643,3.43364142318589e-10,0.0017318344015145,2.23896225467536,0.389222610866485,5.52266123221264
"24","Y16H2100203P01T01",1,5.78852640056913,0.305833864804634,0.0475171430186163,1.10452113243048,0.258663460019464,1.06176475136536,5.78852640056913
"25","Y16H2100203P02T01",1,7.06545103357494,0.445933423346866,0.000677162101366196,0.280404315910471,0.219978465533348,0.959457141523743,0.959457141523743
"26","Y16H2100203P03T01",1,6.73133768170383,0.259958297589983,0.000372195961023411,0.771790776578134,0.382838624117449,1.06217915051676,1.06217915051676
"27","Y16H2100205P01T01",1,6.36806574715926,0.322793295785049,6.3004288637153e-05,0.887667702020109,0.478936117770536,1.33433590837587,6.36806574715926
"28","Y16H2100205P03T01",1,0.00141847421562247,2.85776907044895,3.37354214329097,0.254699390118999,0.0200496165540248,0.306167972377405,2.85776907044895
"29","Y16H2100205P04T01",1,0.00158625522630087,2.54826159908851,3.20174921342348,0.699696022003789,0.0152189041146235,0.347134673149271,2.54826159908851
"30","Y16H2100211P02T01",1,3.29247378733085,1.16532859378847,0.00170668609357655,0.0745188173335048,0.835401322803408,3.83731898045133,3.83731898045133
"31","Y16H2100215P03T01",1,7.83037169429304,0.225346474068775,7.42861837843202e-05,0.0406711039705617,0.62037390656974,0.59680804169934,7.83037169429304
"32","Y16H2100220P01T01",1,8.01419007308831,0.336307452698881,0.00010767864537233,0.0514414861038722,0.450898006492365,0.28865447893036,0.336307452698881
"33","Y16H2100223P01T01",1,7.91046398585314,0.33554198336303,5.1197447569443e-05,0.0359182084532952,0.510978053908196,0.498415349279301,7.91046398585314
"34","Y16H2100223P02T01",1,7.89223012404154,0.349185062981542,1.81979203521767e-05,0.0118922040868718,0.773426433957832,0.365381182699243,7.89223012404154
"35","Y16H2100223P03T01",1,5.20341455321486,2.01884831482093,4.56513994783118e-05,0.0160372958565315,0.992691176041735,1.16109621435384,2.01884831482093
"36","Y16H2100231P01T01",1,8.58096297488961,0.297512750046514,2.31716402296994e-05,0.0221347948753995,0.172493344431033,0.186554300925243,0.297512750046514
"37","Y16H2100231P02T01",1,7.9376429769992,0.201232673138612,5.37596076948131e-05,0.0853718288915161,0.740854766664824,0.294525331506183,7.9376429769992
"38","Y16H2100232P01T01",1,7.61445948327308,0.352202007479083,0.0131547562071752,0.00996872821842418,0.123496109929281,0.460598838925047,7.61445948327308
"39","Y16H2100236P03T01",1,0.00380947337502596,7.0011366352734,0.228543928052372,0.329821474100063,0.0875672828695373,0.71153359276475,7.0011366352734
"40","Y16H2100236P04T01",1,0.00380947337502596,7.0011366352734,0.228543928052372,0.329821474100063,0.0875672828695373,0.71153359276475,7.0011366352734
"41","Y16H2100239P04T01",1,0.00564471757920276,7.40578458827663,0.143791248071039,0.111187143330735,0.160392217507718,0.535612471669827,7.40578458827663
"42","Y16H2100304P02T01",1,8.38494275417179,0.193900177041513,3.03325517475353e-10,0.0185951586780854,0.796420704031329,0.557057424633239,0.796420704031329
"43","Y16H2100304P04T01",1,0.587212131301852,2.22576318905434,2.7837629104523,0.0975482541634465,0.126618232965437,1.50969647732225,2.22576318905434
"44","Y16H2100308P01T01",1,7.53117934161799,0.345254211864731,0.00128463374651486,0.0154008547700391,0.630096294466135,0.427910010977559,7.53117934161799
"45","Y16H2100308P02T01",1,8.22251028751485,0.326146767927329,5.31887883363721e-05,0.00783485030703352,0.472496205016117,0.176328730713561,8.22251028751485
"46","Y16H2100310P02T01",1,5.826858874275,0.407589689908289,0.198168880009702,0.0801984844150263,0.532959194829347,1.16762731798992,5.826858874275
"47","Y16H2100311P03T01",1,0.00253255594550456,5.62640232880239,1.2649630062231,0.0657559713359484,0.0606891894069577,0.442756160955951,5.62640232880239
"48","Y16H2100311P04T01",1,0.00259187003039861,5.92381049104481,1.1120609949141,0.0564829888629863,0.0606269996352199,0.427698148994229,5.92381049104481
"49","Y16H2100312P01T01",1,8.50404457250981,0.440606551443543,1.97303584595024e-10,0.000772552154757759,0.419003149182549,0.592729684811525,0.419003149182549
"50","Y16H2100315P01T01",1,5.36632852420919,0.35640584440766,0.799766650634442,0.0348950807420796,0.253007014650383,0.655634892716031,5.36632852420919
"51","Y16H2100315P02T01",1,8.97075782237464,0.206399258101763,1.46551229060952e-10,0.00159361249333706,0.581435836370367,0.212055192716074,8.97075782237464
"52","Y16H2100322P01T01",1,7.45187812779473,0.337857120693353,7.68262097771283e-05,0.0236738273973261,0.840921959816252,0.683020916156782,7.45187812779473
"53","Y16H2100327P01T01",1,5.55121204422464,0.352814110563708,0.745042548566815,0.0367956935949757,0.167374429404503,0.894081376496035,0.745042548566815
"54","Y16H2100327P02T01",1,7.1154089283773,0.385046249225453,0.0116072871892421,0.00861593286635767,0.481725257373337,0.748305285988986,7.1154089283773
"55","Y16H2100327P03T01",1,7.92149668863444,0.221504622390593,7.11841433718612e-07,0.00487215888677527,0.947809034696981,0.517083384247176,7.92149668863444
"56","Y16H2100327P04T01",1,4.27906636490862,2.49108311614617,0.0189955845405863,0.00687356678719175,0.416851977770089,1.53783833086802,2.49108311614617
"57","Y16H2100330P01T01",1,9.19604991832396,0.0631298232254379,1.81177066365635e-17,0.0037107640902126,1.06729752298328,0.160823571001008,9.19604991832396
"58","Y16H2100330P03T01",1,0.377008695926678,1.43422512556801,4.00603649082047,0.0053357011327926,0.0514077967474219,0.886556743595986,4.00603649082047
"59","Y16H2100330P04T01",1,0.0013052696487814,1.39608241635937,2.39217478905748,0.0130542446483158,0.00936324093607587,0.187859306094783,2.39217478905748
"60","Y16H2100332P03T01",1,7.58418378748681,0.409534995081075,4.09231705333117e-05,0.0245329572103019,0.438844616831456,0.850989476401406,7.58418378748681
"61","Y16H2100333P02T01",1,7.37572502003752,0.315588635761472,2.38487113882404e-05,0.0237703052737259,0.85324162009367,0.862871695214704,7.37572502003752
"62","Y16H2100333P04T01",1,0.00827084475194442,7.43794846833327,0.0948867266600554,0.0304276039156676,0.249549506839338,0.735440055787901,7.43794846833327
"63","Y16H2100337P01T01",1,6.37041788412347,0.464007208736987,0.0731884295134943,0.0249464819975602,0.428337939909279,1.12046342679274,6.37041788412347
"64","Y16H2100339P01T01",1,4.10725571368167,0.375155634079881,5.19775266645711e-06,0.400855259062368,1.10718139801222,3.6116100170225,4.10725571368167
"65","Y16H2100339P02T01",1,6.75279328758615,0.126569660740904,1.69322747534826e-25,0.000331635283921056,2.95013350041009,1.03971526062164,6.75279328758615
"66","Y16H2110201P01T01",1,5.53823082627294,0.750100539268164,0.492734757229946,0.0039821131587463,0.139245113577713,0.88062957511227,5.53823082627294
"67","Y16H2110204P01T01",1,2.35446815603239,0.251381658287596,2.32081310471355,0.542022049553686,0.0556403672700683,1.0944043552269,2.35446815603239
"68","Y16H2110204P03T01",1,0.745936742755738,3.12796355427202,0.0651149321766364,1.87764068763999,0.146699616602609,2.7549383936781,2.7549383936781
"69","Y16H2110204P04T01",1,0.00401473822127766,6.2003042762292,0.0958210948532076,1.24788308834202,0.1121226592463,0.926106683801487,0.926106683801487
"70","Y16H2110205P01T01",1,7.05434782534597,0.200826494021323,0.00130902788891181,0.923683213111601,0.327935655981695,0.35907433823386,7.05434782534597
"71","Y16H2110209P01T01",1,7.1216645732651,0.241315693671827,4.74329105079616e-05,0.246323269167936,0.70487052269477,1.04886803555932,7.1216645732651
"72","Y16H2110209P02T01",1,4.20514719188278,1.94256436366416,4.46761466115479e-05,0.0676330451523167,0.960028543664704,2.22752944899725,2.22752944899725
"73","Y16H2110210P02T01",1,0.90887732753151,3.31339186328007,0.138031871034878,0.595758700051004,0.215420688127825,3.31266976586085,3.31339186328007
"74","Y16H2110210P03T01",1,0.00550805162793156,4.8090595674439,0.00395676959024246,3.12687810741649,0.110504889441885,0.926216288466466,0.926216288466466
"75","Y16H2110212P01T01",1,5.12386792180512,0.270029125217049,0.000191917432949383,1.85096454874762,0.382248989777339,1.64143846656185,1.85096454874762
"76","Y16H2110212P03T01",1,0.00232082280667941,4.84409182452752,1.64278785549398,0.242349455201396,0.062326057320878,0.782593270444084,4.84409182452752
"77","Y16H2110216P02T01",1,3.82174357399662,1.69212968912929,0.000413590156964515,0.0636115353286059,0.604085139109076,3.12663080952378,3.12663080952378
"78","Y16H2110217P01T01",1,8.99368126822322,0.158260347038357,6.11472418487432e-14,0.0956065433196256,0.670279259666961,0.319147599478776,8.99368126822322
"79","Y16H2110217P03T01",1,0.427675053547037,1.55982655763283,2.8048827317234,0.621008194906217,0.0487449366025046,1.90692422248039,2.8048827317234
"80","Y16H2110217P04T01",1,0.00301390685237093,4.59950616166631,1.63563599163765,0.433416947818849,0.0464209904297896,0.766305709920936,4.59950616166631
"81","Y16H2110217P05T01",1,0.00301390685237093,4.59950616166631,1.63563599163765,0.433416947818849,0.0464209904297896,0.766305709920936,4.59950616166631
"82","Y16H2110218P01T01",1,7.13786590857667,0.181934049658733,3.73555937830535e-05,1.19925082620937,0.209525305672115,0.585846282002932,7.13786590857667
"83","Y16H2110218P03T01",1,5.86600429243957,1.27661762662235,1.58379077488448e-05,0.271501556530635,0.554433002774829,1.4343749532327,1.27661762662235
"84","Y16H2110218P04T01",1,0.00776674307096193,6.46661518458725,0.0595308226835287,0.864950238777754,0.189833616796253,0.895453609970393,6.46661518458725
"85","Y16H2110224P03T01",1,0.00376729129615555,6.43168020221207,0.0583559357128831,0.926638927682322,0.131298431379145,1.07397525533036,1.07397525533036
"86","Y16H2110224P04T01",1,0.00215431781524982,3.83761873162962,1.66667062932571,1.10420718562184,0.0328954298874506,0.724991290429398,3.83761873162962
"87","Y16H2110226P01T01",1,5.9943333003381,0.34711131718618,0.000636423294702052,0.315975061110756,0.298913181214377,2.24107905032043,2.24107905032043
"88","Y16H2110229P01T01",1,4.88442554507267,0.231946552044604,0.000284403106792113,2.67845979532096,0.287209122919975,1.16351162563886,1.16351162563886
"89","Y16H2110231P02T01",1,6.41490469012734,0.412951542537362,0.000376086961459386,0.0663823947556678,0.883580077377414,1.47308308806527,1.47308308806527
"90","Y16H2110239P02T01",1,4.15641796672996,0.315196618535018,0.953920286193417,0.608952368102874,0.196735024542628,1.45315695385038,4.15641796672996
"91","Y16H2110239P03T01",1,0.00305419600525387,3.81589533669447,2.34138186918463,0.607687489868655,0.0402371749550401,0.421726034505289,3.81589533669447
"92","Y16H2110240P01T01",1,4.5572431395398,0.36713074130707,0.00618828479701934,0.726844931392382,0.256992550360235,3.03293379464696,4.5572431395398
"93","Y16H2110303P01T01",1,5.9902002171538,0.470918260283192,0.0208145659230966,0.0658347858798563,0.425060231515095,1.85188128579679,5.9902002171538
"94","Y16H2110308P01T01",1,3.18848910636484,0.18502400055499,1.81481406725494,0.00732897990453209,0.138904119368126,0.442811577009887,1.81481406725494
"95","Y16H2110308P02T01",1,5.76368930786023,0.27675635474396,0.440479541504033,0.0244586760349133,0.279487038064079,1.13453065324186,5.76368930786023
"96","Y16H2110308P03T01",1,6.05429624734578,0.695609343719946,1.16677625068726e-07,0.00240893127259933,2.01814475663928,0.964633410295641,6.05429624734578
"97","Y16H2110311P01T01",1,8.54319499742287,0.131063876285443,5.76644361143462e-16,0.0342803433877155,1.34568297691916,0.340850577114315,8.54319499742287
"98","Y16H2110314P03T01",1,0.412413617859305,1.82844113661886,2.84146961359127,0.674484577551589,0.0525395807328616,1.6120799581821,2.84146961359127
"99","Y16H2110315P01T01",1,7.87000256324081,0.182960825133913,7.59237387902235e-11,0.00332958452511971,1.12301070837155,0.846018908608886,1.12301070837155
"100","Y16H2110315P03T01",1,2.70852551304569,2.87888762469609,0.184349697868379,0.00955386796901471,0.325834610914271,2.32219784792013,2.70852551304569
"101","Y16H2110316P03T01",1,7.8032358170145,0.262097117835663,8.51035853279105e-05,0.0208795325691802,0.458677353186814,0.639657635553508,7.8032358170145
"102","Y16H2110316P04T01",1,7.14251528070046,0.98628104634769,3.97399351418488e-10,0.00259556811272182,1.01072204101778,0.815691805735121,1.01072204101778
"103","Y16H2110323P01T01",1,6.23366050219647,0.267086298508428,4.85547807199783e-06,0.48625149674995,0.979249306700549,1.53386266860351,6.23366050219647
"104","Y16H2110323P02T01",1,6.42952200498459,0.518055659127733,3.2816177869515e-06,0.140028159172843,1.03803118181276,1.37707368526623,6.42952200498459
"105","Y16H2110330P01T01",1,8.17578774426034,0.349680540566984,3.29727419457056e-05,0.0091030865925048,0.262302293553581,0.45790372275253,8.17578774426034
"106","Y16H2110330P02T01",1,2.5404034997494,0.180322379320641,2.52281072857393,0.0120952008966628,0.082384583741298,0.497209463285428,2.52281072857393
"107","Y16H2110333P01T01",1,7.30482328103616,0.193575918801268,2.51087325970028e-09,0.0202630505112137,1.03375639047372,1.36090601582466,1.03375639047372
"108","Y16H2110340P01T01",1,8.04425552641024,0.193219389466789,9.32139005590842e-10,0.0112551872015215,1.01577517457097,0.694109459579783,8.04425552641024
"109","Y16H2110340P02T01",1,6.80877651489784,0.437845462510956,7.39721472926508e-07,0.00556422068781629,1.22059989243946,1.15864977804893,6.80877651489784
