"","ID","Observation","card","carp","walk","bike","ptcar","ptwalk","chosen"
"1","Y16H2090106P01T01",1,0.997903984991596,0.00209598984351757,8.44654667833648e-47,2.51648860304682e-08,0,0,0.997903984991596
"2","Y16H2090124P02T01",1,0.75218465749348,0.0275514948364518,6.66644629948313e-10,0.0153925234144251,0.186904614724283,0.0179667088647157,0.75218465749348
"3","Y16H2090301P02T01",1,0.683357171824,0.0183852627029405,2.96066120722539e-11,0.000743504850245364,0.0873612876704152,0.210152772922793,0.0873612876704152
"4","Y16H2090303P01T01",1,0.785121034833905,0.0402414306143883,2.08940424485559e-06,0.00217658579342075,0.0939619837519585,0.0784968756020831,0.785121034833905
"5","Y16H2090305P01T01",1,0.504530532795612,0.0384560273498991,0.000398335434048809,0.149099173698466,0.0503601830304793,0.257155747691495,0.504530532795612
"6","Y16H2090305P02T01",1,0.754743427794936,0.0083236812279917,3.35590773833683e-22,0.00126915062315219,0.183608262354383,0.052055477999537,0.754743427794936
"7","Y16H2090317P02T01",1,0.748743048042109,0.0389988457056306,3.71303940405051e-08,0.00228077580132724,0.0680119431241437,0.141965350196395,0.0389988457056306
"8","Y16H2090319P01T01",1,0.765305368970936,0.0466357971352249,0.000598295478818305,0.00438980145958586,0.0404230099083622,0.142647727047072,0.765305368970936
"9","Y16H2090319P02T01",1,0.352600646542033,0.164674233500716,0.116875489342555,0.0157595180445067,0.0173806226170588,0.332709489953131,0.0157595180445067
"10","Y16H2090323P01T01",1,0.745273797211335,0.0425755424294023,0.021126239622244,0.0105819008175429,0.0195820225952235,0.160860497324252,0.745273797211335
"11","Y16H2090327P02T01",1,0.148572817445257,0.0224350011344625,0.722820108010948,0.00632981214764156,0.00529983475129117,0.0945424265103998,0.722820108010948
"12","Y16H2090503P01T01",1,0.719505294994897,0.0226463674200849,1.48852118916202e-22,4.89353153846985e-06,0.139422734938809,0.118420709114671,0.719505294994897
"13","Y16H2090522P03T01",1,0.000557416740918835,0.742889327299069,0.158313430648699,0.0127510113218303,0.00602696369576995,0.0794618502937128,0.742889327299069
"14","Y16H2090522P04T01",1,0.000557416740918835,0.742889327299069,0.158313430648699,0.0127510113218303,0.00602696369576995,0.0794618502937128,0.742889327299069
"15","Y16H2090522P05T01",1,0.000672583439078333,0.70673847764619,0.15838680925536,0.0364383770514293,0.00475452646409797,0.0930092261438446,0.70673847764619
"16","Y16H2090523P01T01",1,0.886056232260029,0.0185837503470883,1.03382129471834e-24,2.6522941862442e-06,0.0824873295648225,0.0128700355338735,0.886056232260029
"17","Y16H2090529P01T01",1,0.883515526540449,0.00894773575821832,2.58901298367108e-33,4.31212020210599e-07,0.0896035321286136,0.017932774360699,0.883515526540449
"18","Y16H2100102P03T01",1,0.250643159235354,0.139913361059398,8.88384544306945e-23,3.58844365018108e-05,0.500126458598775,0.109281136669971,0.109281136669971
"19","Y16H2100102P04T01",1,0.0026497086105385,0.371251086157754,9.91531888005735e-23,0.00012330677739949,0.555054508316802,0.0709213901375054,0.0709213901375054
"20","Y16H2100115P01T01",1,0.787770835895395,0.0411825237310476,3.15462404046726e-06,0.00500381139487718,0.0824813369834437,0.0835583373711962,0.787770835895395
"21","Y16H2100115P03T01",1,0.00117020791562516,0.856036061140795,6.7852205334751e-06,0.0184853029102362,0.0360620731796132,0.0882395696331966,0.856036061140795
"22","Y16H2100129P01T01",1,0.822541623272889,0.011962794051529,1.01681458767942e-18,5.10743020281518e-05,0.132358361988917,0.0330861463846365,0.822541623272889
"23","Y16H2100129P03T01",1,0.541072487904391,0.171708602491879,4.31596469849973e-12,0.000110528154810852,0.246714314905798,0.0403940665388045,0.541072487904391
"24","Y16H2100203P01T01",1,0.69145052379493,0.0346650996843875,0.00543997976408671,0.122991822805553,0.0260005204339219,0.119452053517121,0.69145052379493
"25","Y16H2100203P02T01",1,0.795399830847364,0.0498888358054349,4.49954705180315e-05,0.0300220278671288,0.0209285147589686,0.103715795250586,0.103715795250586
"26","Y16H2100203P03T01",1,0.750118001082227,0.02729950689491,2.29949480972428e-05,0.0720955175786249,0.0378979321979025,0.112566047298239,0.112566047298239
"27","Y16H2100205P01T01",1,0.696165492399553,0.0328489067967675,3.11981730129204e-06,0.0767531309645361,0.0485158556651003,0.145713494356742,0.696165492399553
"28","Y16H2100205P03T01",1,0.000248944885678866,0.415883172867924,0.504401665541694,0.0365735250970278,0.00225230781076694,0.0406403837969089,0.415883172867924
"29","Y16H2100205P04T01",1,0.00028490072922068,0.375258170313965,0.478645424524164,0.0991327982843332,0.00168075353166143,0.0449979526166554,0.375258170313965
"30","Y16H2100211P02T01",1,0.369276588095569,0.13498294590655,0.000104898646385336,0.00679407914348589,0.0815452253776478,0.407296262830362,0.407296262830362
"31","Y16H2100215P03T01",1,0.846266631615724,0.0227753618713527,5.89398979628502e-06,0.00388788854165844,0.0635717987043357,0.0634924252771326,0.846266631615724
"32","Y16H2100220P01T01",1,0.883335574717679,0.0341787477875714,6.59671720697511e-06,0.00684928148643064,0.0453251690069665,0.0303046302841458,0.0341787477875714
"33","Y16H2100223P01T01",1,0.862062113189927,0.0343924353631029,2.27904641272546e-06,0.00297193704359036,0.0491189196471337,0.0514523157098333,0.862062113189927
"34","Y16H2100223P02T01",1,0.848325108792102,0.0355127025722825,1.10351249934128e-06,0.00146466148655099,0.0771272997388865,0.0375691238976789,0.848325108792102
"35","Y16H2100223P03T01",1,0.549621117952712,0.220808778132166,2.7528870933099e-06,0.00215234975652206,0.102321436500625,0.125093564770881,0.220808778132166
"36","Y16H2100231P01T01",1,0.931428286008637,0.0309130252325119,1.13337613255153e-06,0.0017005653132997,0.0170271792769731,0.0189298107924453,0.0309130252325119
"37","Y16H2100231P02T01",1,0.87172876111137,0.0214386052877574,2.57905651310218e-06,0.00624165297711115,0.0714709576058939,0.0291174439613543,0.87172876111137
"38","Y16H2100232P01T01",1,0.895230252618401,0.0397179671523684,0.00101948896604819,0.0015599957076263,0.0121817867532891,0.0502905088022664,0.895230252618401
"39","Y16H2100236P03T01",1,0.000553746393280225,0.840389137036874,0.0248034194513098,0.0413326530665947,0.00911426500469457,0.0838067790472466,0.840389137036874
"40","Y16H2100236P04T01",1,0.000553746393280225,0.840389137036874,0.0248034194513098,0.0413326530665947,0.00911426500469457,0.0838067790472466,0.840389137036874
