tripID,Observation,card,carp,walk,bike,ptwalk,chosen
1,1,0.001168564,0.072959582,0.900865982,0.002614137,0.022391736,0.900865982
2,1,0.001737511,0.108782702,0.851137537,0.004645677,0.033696572,0.851137537
3,1,0.012110487,0.153357884,0.807633903,0.015968711,0.010929016,0.153357884
4,1,0.012110487,0.153357884,0.807633903,0.015968711,0.010929016,0.153357884
5,1,0.007047092,0.157824203,0.816569528,0.005426327,0.013132851,0.157824203
6,1,0.000314488,0.078151319,0.652236043,0.207339937,0.061958212,0.652236043
7,1,0.006729893,0.145006491,0.795941903,0.040013223,0.01230849,0.795941903
8,1,0.00183595,0.123083676,0.832241662,0.0019204,0.040918312,0.832241662
9,1,0.002238722,0.184501991,0.738574295,0.007837782,0.066847209,0.738574295
10,1,0.169470782,0.040258399,0.709923312,0.012205486,0.068142021,0.709923312
11,1,0.129765784,0.011193,0.829814329,0.01219815,0.017028737,0.829814329
12,1,0.129765784,0.011193,0.829814329,0.01219815,0.017028737,0.829814329
13,1,0.00169524,0.122503981,0.830957719,0.000894903,0.043948156,0.122503981
14,1,0.020819063,0.048203894,0.486588191,0.409607321,0.034781531,0.486588191
15,1,0.064443681,0.017653095,0.889846742,0.005607941,0.022448541,0.889846742
16,1,0.108432178,0.08825208,0.742198735,0.019090588,0.042026418,0.742198735
17,1,0.000872639,0.113513643,0.852571479,0.000875118,0.032167121,0.852571479
18,1,0.001363981,0.091681779,0.875292217,0.001212831,0.030449192,0.875292217
19,1,0.021651481,0.223570373,0.73877415,0.000608633,0.015395363,0.73877415
20,1,0.155377223,0.034781553,0.741699682,0.038552582,0.02958896,0.741699682
21,1,0.28900666,0.019879703,0.669300599,0.001925178,0.01988786,0.669300599
22,1,0.006165319,0.110686547,0.804645051,0.004462117,0.074040966,0.804645051
23,1,0.010716759,0.296877663,0.63812432,0.019486467,0.034794791,0.63812432
24,1,0.018026735,0.282365708,0.615451871,0.055919653,0.028236033,0.615451871
25,1,0.010716759,0.296877663,0.63812432,0.019486467,0.034794791,0.63812432
26,1,0.123956118,0.099129703,0.715241389,0.013307869,0.048364921,0.715241389
27,1,0.001222593,0.087696141,0.879068775,0.000620157,0.031392335,0.879068775
28,1,0.011784171,0.059164558,0.855587495,0.027469153,0.045994623,0.855587495
29,1,0.016215328,0.333429753,0.608430943,0.001476215,0.040447761,0.608430943
30,1,0.000370358,0.110266519,0.800404644,0.010524902,0.078433578,0.800404644
31,1,0.000207457,0.109236829,0.794512328,0.003511289,0.092532098,0.794512328
32,1,0.048249387,0.064249607,0.768882459,0.054023248,0.064595298,0.768882459
33,1,0.000351151,0.103322627,0.812935586,0.008208024,0.075182612,0.812935586
34,1,0.003469687,0.135469176,0.810442717,0.008542528,0.042075893,0.810442717
35,1,0.014446884,0.225577973,0.737310891,0.002537236,0.020127016,0.737310891
36,1,0.001120567,0.162888727,0.76460112,0.000752685,0.0706369,0.76460112
37,1,0.001998793,0.164286492,0.7714862,0.002259692,0.059968823,0.7714862
38,1,0.038845194,0.061665518,0.754631269,0.083466178,0.061391841,0.754631269
39,1,0.000382637,0.126920451,0.703860333,0.029900329,0.13893625,0.703860333
40,1,0.001159744,0.16814232,0.754699113,0.00286381,0.073135013,0.754699113
41,1,0.727793824,0.014920657,0.247546576,0.003151154,0.006587789,0.247546576
42,1,0.727793824,0.014920657,0.247546576,0.003151154,0.006587789,0.247546576
43,1,0.029788798,0.047866563,0.840939032,0.016453859,0.064951748,0.840939032
44,1,0.000166705,0.081215055,0.835219122,0.001750029,0.081649089,0.835219122
45,1,0.242167847,0.051143233,0.64847861,0.012106399,0.046103911,0.64847861
46,1,0.011975586,0.018351511,0.935536659,0.015296134,0.01884011,0.935536659
47,1,0.011975586,0.018351511,0.935536659,0.015296134,0.01884011,0.935536659
48,1,0.011975586,0.018351511,0.935536659,0.015296134,0.01884011,0.935536659
49,1,0.011975586,0.018351511,0.935536659,0.015296134,0.01884011,0.935536659
50,1,0.643979872,0.011249155,0.27621261,0.065597912,0.002960451,0.643979872
51,1,0.001580996,0.19478115,0.718356182,0.012666755,0.072614918,0.718356182
52,1,0.001991382,0.154658845,0.770524089,0.006708345,0.06611734,0.770524089
53,1,0.001098323,0.130781709,0.823219347,0.000692424,0.044208197,0.823219347
54,1,0.001949872,0.131281597,0.827316315,0.002070479,0.037381737,0.827316315
55,1,0.00163809,0.083472203,0.84243528,0.054936918,0.017517508,0.84243528
56,1,0.013039715,0.027035926,0.726635587,0.124900198,0.108388573,0.726635587
57,1,0.013039715,0.027035926,0.726635587,0.124900198,0.108388573,0.726635587
58,1,0.33811995,0.02457583,0.612611259,0.001492014,0.023200946,0.612611259
