tripID,Observation,card,carp,walk,bike,ptwalk,chosen
1,1,0.002566359,0.160878738,0.773215282,0.012992648,0.050346973,0.773215282
2,1,0.002635742,0.165678597,0.766183151,0.01316115,0.05234136,0.766183151
3,1,0.019035515,0.237327686,0.639452299,0.087425235,0.016759265,0.237327686
4,1,0.019035515,0.237327686,0.639452299,0.087425235,0.016759265,0.237327686
5,1,0.011670728,0.256213374,0.679267363,0.031587994,0.021260542,0.256213374
6,1,0.000325167,0.082069888,0.404143668,0.446325246,0.06713603,0.404143668
7,1,0.011494885,0.242942543,0.68839059,0.036620234,0.020551748,0.68839059
8,1,0.002457605,0.165740082,0.770324069,0.005361517,0.056116726,0.770324069
9,1,0.002578282,0.213919051,0.695424112,0.009716333,0.078362222,0.695424112
10,1,0.207136972,0.049479431,0.625103164,0.034844858,0.083435576,0.625103164
11,1,0.258382557,0.022379647,0.659155169,0.026034709,0.034047918,0.659155169
12,1,0.258382557,0.022379647,0.659155169,0.026034709,0.034047918,0.659155169
13,1,0.002171976,0.158178099,0.779842752,0.002080142,0.057727032,0.158178099
14,1,0.023050404,0.053635097,0.547967998,0.336892384,0.038454117,0.547967998
15,1,0.155319895,0.042040837,0.717843139,0.0309427,0.053853429,0.717843139
16,1,0.149836407,0.120811916,0.627119034,0.044926951,0.057305692,0.627119034
17,1,0.001377432,0.180077592,0.76298564,0.003803712,0.051755624,0.76298564
18,1,0.002470246,0.167021269,0.768810391,0.005200209,0.056497884,0.768810391
19,1,0.03739792,0.375955316,0.558489809,0.002344877,0.025812078,0.558489809
20,1,0.192076401,0.042648766,0.668795926,0.060321262,0.036157645,0.668795926
21,1,0.377276021,0.025300684,0.567018429,0.004764042,0.025640824,0.567018429
22,1,0.008571002,0.155294322,0.727363806,0.004257288,0.104513582,0.727363806
23,1,0.012256427,0.333212887,0.595027824,0.020230558,0.039272304,0.595027824
24,1,0.020540618,0.317140236,0.573324982,0.05730847,0.031685694,0.573324982
25,1,0.012256427,0.333212887,0.595027824,0.020230558,0.039272304,0.595027824
26,1,0.150360075,0.119157425,0.631711576,0.040869517,0.057901407,0.631711576
27,1,0.002276899,0.164614682,0.770933441,0.002241835,0.059933143,0.770933441
28,1,0.018344797,0.092633259,0.770500795,0.046273902,0.072247246,0.770500795
29,1,0.01589741,0.323740856,0.617741833,0.003506284,0.039113616,0.617741833
30,1,0.000362203,0.110637697,0.783499919,0.024978444,0.080521738,0.783499919
31,1,0.000205152,0.110343832,0.784641284,0.008508445,0.096301287,0.784641284
32,1,0.059917365,0.08046294,0.731774964,0.047843602,0.080001129,0.731774964
33,1,0.000387426,0.116977953,0.768485149,0.027053597,0.087095875,0.768485149
34,1,0.004020717,0.159020931,0.780263931,0.006831183,0.049863237,0.780263931
35,1,0.016000704,0.247402171,0.708488567,0.006327896,0.021780662,0.708488567
36,1,0.001534601,0.2236079,0.673097717,0.003037278,0.098722504,0.673097717
37,1,0.002730233,0.225928659,0.678948812,0.009007221,0.083385075,0.678948812
38,1,0.041700595,0.06704814,0.751339327,0.073129315,0.066782623,0.751339327
39,1,0.000382846,0.1299518,0.700708045,0.022848763,0.146108546,0.700708045
40,1,0.001474458,0.214291326,0.685953918,0.003387451,0.094892847,0.685953918
41,1,0.768410862,0.01506784,0.207388442,0.002369019,0.006763837,0.207388442
42,1,0.768410862,0.01506784,0.207388442,0.002369019,0.006763837,0.207388442
43,1,0.049398802,0.080167251,0.738770576,0.023348819,0.108314552,0.738770576
44,1,0.000204569,0.101691291,0.788505511,0.004989535,0.104609094,0.788505511
45,1,0.306771325,0.064378907,0.535590323,0.035802822,0.057456623,0.535590323
46,1,0.043333411,0.067296526,0.750809781,0.069477162,0.06908312,0.750809781
47,1,0.043333411,0.067296526,0.750809781,0.069477162,0.06908312,0.750809781
48,1,0.043333411,0.067296526,0.750809781,0.069477162,0.06908312,0.750809781
49,1,0.043333411,0.067296526,0.750809781,0.069477162,0.06908312,0.750809781
50,1,0.676313313,0.011316026,0.232231567,0.077068641,0.003070452,0.676313313
51,1,0.001955309,0.240651188,0.644537825,0.021335813,0.091519864,0.644537825
52,1,0.002049511,0.159576655,0.759022625,0.010287864,0.069063345,0.759022625
53,1,0.001347926,0.161161719,0.78056811,0.002058104,0.054864141,0.78056811
54,1,0.002384666,0.161921039,0.783506596,0.006073604,0.046114095,0.783506596
55,1,0.002818648,0.143741062,0.635784539,0.187329005,0.030326746,0.635784539
56,1,0.01278192,0.027128638,0.526247844,0.324952961,0.108888637,0.526247844
57,1,0.01278192,0.027128638,0.526247844,0.324952961,0.108888637,0.526247844
58,1,0.383117534,0.027123257,0.559330938,0.004468206,0.025960066,0.559330938
59,1,0.01135483,0.24653358,0.686000599,0.035542541,0.02056845,0.686000599
60,1,0.002608152,0.212753763,0.696582138,0.009265042,0.078790905,0.212753763
61,1,0.001591504,0.189375289,0.745378804,0.01227452,0.051379883,0.745378804
62,1,0.532530532,0.022772316,0.411690441,0.01170535,0.021301362,0.411690441
63,1,0.172778248,0.050219971,0.695016897,0.014969217,0.067015667,0.172778248
64,1,0.012601156,0.324019949,0.580089173,0.047236955,0.036052767,0.580089173
65,1,0.452326596,0.057205237,0.426601439,0.011457647,0.052409082,0.426601439
66,1,0.007047979,0.234208693,0.717753148,0.001307123,0.039683058,0.234208693
67,1,0.017876036,0.356084152,0.577221662,0.004236853,0.044581297,0.577221662
68,1,0.001539483,0.169664892,0.709292659,0.049939852,0.069563114,0.169664892
69,1,0.047287927,0.129992737,0.663277675,0.021964919,0.137476742,0.663277675
70,1,0.047287927,0.129992737,0.663277675,0.021964919,0.137476742,0.663277675
71,1,0.001785172,0.22638166,0.66712064,0.01695342,0.087759108,0.66712064
72,1,0.001785172,0.22638166,0.66712064,0.01695342,0.087759108,0.66712064
73,1,0.002978728,0.202839946,0.726289889,0.009098826,0.05879261,0.726289889
74,1,0.124594042,0.085741746,0.735970543,0.008967353,0.044726315,0.085741746
75,1,0.007822224,0.27857919,0.624854995,0.03981558,0.048928011,0.624854995
76,1,0.007822224,0.27857919,0.624854995,0.03981558,0.048928011,0.624854995
77,1,0.000407081,0.120522124,0.756768914,0.030460568,0.091841312,0.756768914
78,1,0.063067453,0.084792592,0.720233709,0.046493148,0.085413098,0.720233709
79,1,0.001447162,0.173430057,0.762929208,0.002193942,0.059999631,0.762929208
80,1,0.001447162,0.173430057,0.762929208,0.002193942,0.059999631,0.762929208
81,1,0.000320868,0.055324168,0.612060494,0.045507483,0.286786988,0.612060494
82,1,0.175086252,0.087555662,0.627143489,0.009235007,0.10097959,0.627143489
83,1,0.000246514,0.120176514,0.759722087,0.019006029,0.100848857,0.759722087
84,1,0.000337964,0.058215531,0.577095593,0.060227456,0.304123457,0.577095593
85,1,0.004183921,0.168775849,0.767176856,0.006498296,0.053365078,0.767176856
86,1,0.003158242,0.18104103,0.732785633,0.028416287,0.054598808,0.732785633
87,1,0.000360668,0.107209353,0.786752867,0.024685602,0.08099151,0.786752867
88,1,0.000366011,0.109862564,0.784864055,0.022913614,0.081993756,0.784864055
89,1,0.00020697,0.10939158,0.784709407,0.00779221,0.097899832,0.784709407
90,1,0.000280913,0.143886399,0.646086434,0.038491858,0.171254397,0.646086434
91,1,0.00882651,0.312663398,0.587596862,0.036020501,0.05489273,0.587596862
92,1,0.00882651,0.312663398,0.587596862,0.036020501,0.05489273,0.587596862
93,1,0.019394654,0.118390917,0.700816976,0.031527934,0.129869518,0.700816976
94,1,0.000214765,0.098690297,0.792453423,0.013145775,0.09549574,0.792453423
95,1,0.014850678,0.258398427,0.700279599,0.005037236,0.02143406,0.700279599
96,1,0.081392038,0.058550571,0.651828935,0.092107148,0.116121308,0.651828935
97,1,0.000212062,0.110984072,0.780122049,0.009102524,0.099579293,0.780122049
98,1,0.018669453,0.180551409,0.673910325,0.029665773,0.09720304,0.673910325
99,1,0.000210511,0.103135356,0.793372234,0.009109756,0.094172144,0.793372234
100,1,0.001559983,0.197022085,0.738903716,0.004014453,0.058499763,0.738903716
101,1,0.002750913,0.19731123,0.739131173,0.011806126,0.049000558,0.739131173
102,1,0.001559983,0.197022085,0.738903716,0.004014453,0.058499763,0.738903716
103,1,0.000182038,0.05299281,0.612459281,0.036596998,0.297768873,0.612459281
104,1,0.073581395,0.045352278,0.430554026,0.370271879,0.080240422,0.430554026
105,1,0.020490281,0.33136259,0.569593188,0.045097668,0.033456273,0.33136259
106,1,0.007443083,0.307169582,0.61548534,0.006213644,0.06368835,0.61548534
107,1,0.000188004,0.035403461,0.518443188,0.323065427,0.12289992,0.323065427
108,1,0.005800337,0.260950905,0.667401531,0.001091403,0.064755824,0.667401531
109,1,0.005800337,0.260950905,0.667401531,0.001091403,0.064755824,0.667401531
110,1,0.081359827,0.1056101,0.737918489,0.014023992,0.061087593,0.737918489
111,1,0.000419711,0.12502103,0.751943353,0.026835357,0.095780549,0.751943353
112,1,0.198892241,0.073303666,0.61423255,0.007707163,0.105864381,0.198892241
113,1,0.002501727,0.204492226,0.707526375,0.008648696,0.076830976,0.204492226
114,1,0.001407467,0.202579384,0.702050684,0.002918966,0.091043497,0.202579384
115,1,0.001177106,0.160736175,0.75079928,0.002829572,0.084457867,0.75079928
116,1,0.712537064,0.021029166,0.252855738,0.000769595,0.012808437,0.252855738
117,1,0.022189325,0.360317463,0.554074831,0.02421468,0.039203701,0.554074831
118,1,0.019227688,0.131389029,0.611306509,0.021404317,0.216672457,0.611306509
119,1,0.082453123,0.050212919,0.736486671,0.025167612,0.105679677,0.736486671
120,1,0.00169111,0.233923648,0.653539586,0.00350402,0.107341636,0.653539586
121,1,0.000184795,0.048380993,0.72300313,0.02736523,0.201065852,0.72300313
122,1,0.271008615,0.077235582,0.582169661,0.028945408,0.040640735,0.582169661
123,1,0.310044354,0.10396775,0.551186608,0.008021858,0.02677943,0.551186608
124,1,0.069869226,0.175668285,0.579340656,0.127262344,0.047859489,0.579340656
125,1,0.03448581,0.098002991,0.635689597,0.161130957,0.070690645,0.635689597
126,1,0.00039512,0.100354579,0.780954254,0.011071654,0.107224392,0.780954254
127,1,0.000694668,0.100199383,0.77733639,0.03239987,0.089369689,0.77733639
128,1,0.000694668,0.100199383,0.77733639,0.03239987,0.089369689,0.77733639
129,1,0.00039512,0.100354579,0.780954254,0.011071654,0.107224392,0.780954254
130,1,0.000186847,0.049965557,0.720585388,0.026304589,0.202957619,0.720585388
131,1,0.002939287,0.21170156,0.720446198,0.012094473,0.052818482,0.720446198
132,1,0.538894734,0.047081418,0.382454326,0.003326408,0.028243114,0.382454326
133,1,0.001957431,0.155873327,0.547804874,0.224142495,0.070221873,0.547804874
134,1,0.001957431,0.155873327,0.547804874,0.224142495,0.070221873,0.547804874
135,1,0.008528699,0.299462846,0.593416448,0.044950041,0.053641966,0.593416448
136,1,0.008528699,0.299462846,0.593416448,0.044950041,0.053641966,0.593416448
137,1,0.00042088,0.140608347,0.675820825,0.021145456,0.162004491,0.675820825
138,1,0.00042088,0.140608347,0.675820825,0.021145456,0.162004491,0.675820825
139,1,0.246912825,0.032466904,0.628562761,0.057716612,0.034340898,0.057716612
140,1,0.003165039,0.219258481,0.652076573,0.055795534,0.069704372,0.652076573
141,1,0.001841422,0.224621177,0.668709155,0.019462147,0.085366099,0.668709155
142,1,0.00301422,0.189328953,0.707703557,0.059911673,0.040041596,0.707703557
143,1,0.010309847,0.244870474,0.66823081,0.044091362,0.032497506,0.244870474
144,1,0.016499557,0.222554515,0.616295014,0.119553704,0.02509721,0.222554515
145,1,0.000418372,0.114986049,0.766283035,0.015295544,0.103017001,0.766283035
146,1,0.000418372,0.114986049,0.766283035,0.015295544,0.103017001,0.766283035
147,1,0.000228376,0.112435729,0.775560436,0.007735651,0.104039808,0.775560436
148,1,0.286308619,0.084993058,0.565240919,0.007483105,0.055974298,0.565240919
149,1,0.000296553,0.172836925,0.578442389,0.008871029,0.239553104,0.578442389
150,1,0.000535511,0.1772483,0.59072825,0.026634772,0.204853167,0.59072825
151,1,0.002277562,0.242461662,0.551595803,0.121664092,0.082000882,0.551595803
152,1,0.412212383,0.092326349,0.437874962,0.025157254,0.032429052,0.412212383
153,1,0.436599266,0.036842906,0.497188809,0.003681651,0.025687367,0.497188809
154,1,0.000239775,0.142265494,0.660204125,0.005617301,0.191673305,0.660204125
155,1,0.003231312,0.187801635,0.725922129,0.036242618,0.046802306,0.036242618
156,1,0.001685028,0.241428051,0.645817078,0.00331682,0.107753023,0.645817078
157,1,0.015238789,0.208909873,0.620335737,0.132392655,0.023122946,0.132392655
158,1,0.00033147,0.045691408,0.679468073,0.125976811,0.148532238,0.679468073
159,1,0.398702268,0.039855585,0.472909666,0.042101785,0.046430695,0.398702268
160,1,0.007740609,0.290830632,0.630761372,0.017348495,0.053318892,0.630761372
161,1,0.092040816,0.411688807,0.475873948,0.002733939,0.01766249,0.475873948
162,1,0.001710326,0.243717452,0.640697574,0.00306561,0.110809038,0.640697574
163,1,0.021499837,0.337038789,0.562273782,0.044198978,0.034988614,0.562273782
164,1,0.00231371,0.17612736,0.733764766,0.00962515,0.078169014,0.17612736
165,1,0.014541758,0.238029942,0.704709016,0.00848645,0.034232833,0.704709016
166,1,0.004402263,0.170626866,0.763621456,0.006673406,0.054676008,0.170626866
167,1,0.003193927,0.259774606,0.62774359,0.009610593,0.099677285,0.62774359
168,1,0.001790855,0.25647929,0.620780357,0.003232649,0.117716849,0.620780357
169,1,0.01806291,0.289040931,0.630572162,0.025167504,0.037156494,0.630572162
170,1,0.00156237,0.198526242,0.73782662,0.003188286,0.058896481,0.73782662
171,1,0.01114973,0.361115318,0.575456691,0.002506427,0.049771834,0.575456691
172,1,0.312370078,0.137254944,0.506697798,0.00601367,0.037663511,0.506697798
173,1,0.473709184,0.022423068,0.464896655,0.007527834,0.031443258,0.473709184
174,1,0.007778454,0.253189437,0.694298383,0.001267101,0.043466625,0.694298383
175,1,0.000241184,0.118011864,0.759558948,0.010843218,0.111344786,0.759558948
176,1,0.000669904,0.11088738,0.768141612,0.014406781,0.105894324,0.768141612
177,1,0.108418938,0.108043249,0.662504048,0.038945806,0.082087959,0.662504048
178,1,0.108418938,0.108043249,0.662504048,0.038945806,0.082087959,0.662504048
179,1,0.004283693,0.171361629,0.764545295,0.00501595,0.054793432,0.764545295
180,1,0.322345862,0.115314914,0.527903713,0.00969779,0.02473772,0.527903713
181,1,0.000312856,0.046040944,0.699934768,0.012710034,0.241001398,0.699934768
182,1,0.000312847,0.046039614,0.699914548,0.012709667,0.241023325,0.699914548
183,1,0.005101853,0.183231188,0.737148275,0.019287996,0.055230687,0.737148275
184,1,0.146665621,0.094070096,0.688393228,0.031294352,0.039576703,0.688393228
185,1,0.005669407,0.168449702,0.590236508,0.196491336,0.039153047,0.590236508
186,1,0.005669407,0.168449702,0.590236508,0.196491336,0.039153047,0.590236508
187,1,0.010419267,0.341454161,0.595132535,0.001097703,0.051896333,0.595132535
188,1,0.010419267,0.341454161,0.595132535,0.001097703,0.051896333,0.595132535
189,1,0.000290865,0.126583915,0.554970797,0.188835792,0.129318631,0.188835792
190,1,0.000252228,0.120303299,0.758664593,0.018081902,0.102697977,0.758664593
191,1,0.249307463,0.024493407,0.578172211,0.066854328,0.08117259,0.578172211
192,1,0.000239631,0.124266631,0.75290592,0.007465415,0.115122403,0.75290592
193,1,0.006012123,0.281009394,0.642588689,0.000848906,0.069540888,0.642588689
194,1,0.002551196,0.178835853,0.748549429,0.002072358,0.067991164,0.748549429
195,1,0.004508316,0.179475433,0.752645428,0.006126071,0.057244751,0.752645428
196,1,0.002092983,0.240290053,0.632883033,0.036819961,0.08791397,0.632883033
197,1,0.000321759,0.04681316,0.691964648,0.014331064,0.246569369,0.691964648
